"bronq_aguda"	"CO"	"PM10"	"NO"	"NO2"	"NOX"	"O3"	"Temp_min"	"RH"	"sen12"	"cos12"	"sen6"	"cos6"
"33"	18	0.519642573291065	33.3738152485304	11.6211455048808	19.8804086630656	31.5281227910433	18.7748065668435	18.98	57.3416666666667	-1	1.10282334479794e-15	-2.20564668959589e-15	-1
"34"	24	0.654940569208034	27.0062252713691	6.58745546316181	16.6540600099353	23.2010232571211	20.3484904847853	18.8516129032258	69	-0.866025403784438	0.5	-0.866025403784439	-0.499999999999999
"35"	27	0.356188349100745	25.5406689818145	8.3166249916305	15.5904789601514	23.9031799912966	20.3157529569245	20.1866666666667	62.9166666666667	-0.5	0.866025403784439	-0.866025403784439	0.5
"36"	22	0.371858094445238	19.3036907292665	15.2557667697623	19.4895154940935	34.7405892183056	10.3488700808104	19.1720697255541	76.245277452094	-7.34763812293426e-16	1	-1.46952762458685e-15	1
"37"	26	0.253156642269731	30.4747197616792	12.4393851654427	15.4741620974567	27.8865381974108	12.2787096774194	20.2709677419355	62.3064516129032	0.499999999999999	0.866025403784439	0.866025403784437	0.500000000000002
"38"	12	0.313204964762571	29.7920100831754	11.014200518663	15.9140347421594	26.9228036818571	22.8560926090191	20.9142857142857	57.5446428571429	0.866025403784438	0.500000000000002	0.866025403784441	-0.499999999999997
"39"	44	0.532688012529556	25.221965002284	11.505842640789	15.6843254125892	27.1618615832402	15.7559125607356	20.4064516129032	68.008064516129	1	2.5723509693848e-15	5.14470193876959e-15	-1
"40"	109	0.318400778990205	27.1423967273801	8.7688097148493	12.5224236678068	21.2623783604251	14.0238433093847	18.5866666666667	61.8583333333333	0.866025403784438	-0.5	-0.866025403784439	-0.499999999999999
"41"	133	0.638103396668583	29.611421804383	15.901054104805	14.8471191192626	30.5384641496934	14.8682413429486	16.6225806451613	61.8709677419355	0.500000000000003	-0.866025403784437	-0.866025403784442	0.499999999999993
"42"	81	0.456236203517017	29.958570243675	24.7555478872325	19.9511042374881	44.6521934655781	14.9303186516751	13.8733333333333	59.1333333333333	8.57224447675664e-16	-1	-1.71444889535133e-15	1
"43"	46	0.454397291016457	21.1277419354839	10.7889814641041	12.604234738419	23.4233883822619	13.4374193548387	15.7741935483871	57.6612903225806	-0.499999999999999	-0.866025403784439	0.866025403784437	0.500000000000003
"44"	21	0.642645550426862	37.9692606864055	15.4938709677419	19.9577419354839	35.4345161290323	14.1448387096774	14.6225806451613	45.8306451612903	-0.866025403784438	-0.500000000000002	0.866025403784441	-0.499999999999996
"45"	21	0.898333333333333	35.2270130496189	11.7687162486247	19.9852396353326	31.7414652697661	21.2133333333333	16.6833333333333	52.6	-1	8.57902074033468e-16	-1.71580414806694e-15	-1
"46"	32	1.49774193548387	36.8345758990974	12.2516129032258	20.1061290322581	32.3654838709677	22.6916129032258	17.8709677419355	64.7016129032258	-0.86602540378444	0.499999999999997	-0.866025403784435	-0.500000000000006
"47"	31	0.853968687400916	21.3905590786734	13.489888581292	16.7807595788076	30.1790785516352	13.4491272490213	18.2966666666667	72.6	-0.5	0.866025403784438	-0.866025403784439	0.499999999999999
"48"	32	0.831290322580645	31.3173270772278	13.2409175990859	22.8071149335755	36.1859052076307	11.6887096774194	20.0258064516129	69.9838709677419	-9.79685083057902e-16	1	-1.9593701661158e-15	1
"49"	45	0.58	27.9814491406175	11.084150618353	13.9150802672964	24.9766120540938	10.4635483870968	19.6032258064516	67.5967741935484	0.499999999999999	0.866025403784439	0.866025403784437	0.500000000000003
"50"	37	0.463928571428571	34.2196091054312	7.55008989146202	11.5112491356298	19.0605113238195	15.8456871213235	20.5178571428571	55.7589285714286	0.866025403784439	0.499999999999999	0.866025403784437	-0.500000000000002
"51"	69	0.943596544151845	23.229385832462	9.90179458733875	13.6942007677766	23.5701190055021	9.98793465317579	19.4774193548387	71.8064516129032	1	2.81727224014927e-15	5.63454448029854e-15	-1
"52"	165	0.401	26.1963063217192	9.09533333333333	12.1636666666667	21.2306666666667	7.96466666666667	19.0291900386354	65.3333333333333	0.866025403784439	-0.5	-0.866025403784439	-0.5
"53"	167	0.71	37.4669933488361	11.4777419354839	15.0393548387097	26.4941935483871	10.801935483871	16.7806451612903	61.8870967741936	0.5	-0.866025403784438	-0.866025403784439	0.499999999999999
"54"	125	0.33	55.1163333333333	33.111	16.2136666666667	49.282	7.36566666666667	15.15	60.9833333333333	1.10214571844014e-15	-1	-2.20429143688028e-15	1
"55"	79	0.596451612903226	52.3529032258065	26.3151612903226	21.2409677419355	47.5361290322581	20.1690322580645	14.9290322580645	55.5645161290323	-0.500000000000002	-0.866025403784438	0.86602540378444	0.499999999999997
"56"	53	0.57741935483871	67.8048387096774	30.8603225806452	19.8170967741935	50.6035483870968	27.8890322580645	16.8935483870968	48.6532258064516	-0.866025403784437	-0.500000000000002	0.866025403784441	-0.499999999999996
"57"	32	0.376333333333333	70.834	8.43557463305795	18.3977569144416	26.7759448387629	26.6513333333333	16.45	47.85	-1	-2.93973287553151e-15	5.87946575106302e-15	-1
"58"	57	0.410645161290323	46.9170967741935	11.0190322580645	21.6890322580645	32.6625806451613	16.471935483871	17.4129032258065	67.3629032258064	-0.866025403784439	0.5	-0.866025403784439	-0.5
"59"	45	0.404	32.924	6.15564032910317	12.7282678278092	18.8712231310768	17.0656666666667	17.09	68.1083333333333	-0.500000000000001	0.866025403784438	-0.866025403784439	0.499999999999999
"60"	37	0.515139313873383	30.0007300965252	12.5096612212988	19.7602013327344	32.2483030206171	10.4687538707774	18.2483870967742	77.6290322580645	-4.77732003262288e-15	1	-9.55464006524576e-15	1
"61"	21	0.361290322580645	28.7732258064516	9.73322580645161	16.6722580645161	26.3777419354839	12.6912903225806	18.7	69.6451612903226	0.499999999999998	0.86602540378444	0.866025403784437	0.500000000000003
"62"	33	0.323793103448276	33.3093103448276	9.64965517241379	19.8424137931035	29.4951724137931	14.6944827586207	19.9448275862069	58.051724137931	0.866025403784437	0.500000000000002	0.866025403784441	-0.499999999999996
"63"	113	0.4	34.9316129032258	13.2912903225806	22.4377419354839	35.7322580645161	15.5277419354839	19.4354838709677	64.5967741935484	1	-4.90520167886754e-16	-9.81040335773509e-16	-1
"64"	196	0.436065639067036	38.6465752526402	16.1880533119043	22.5892721243756	38.7756749940606	12.1677558450118	19.1033333333333	65.7416666666667	0.86602540378444	-0.499999999999997	-0.866025403784435	-0.500000000000006
"65"	134	0.506129032258064	37.3867741935484	25.9832258064516	25.8387096774194	51.8312903225806	9.65258064516129	16.1516129032258	67.7822580645161	0.500000000000001	-0.866025403784438	-0.866025403784439	0.499999999999999
"66"	62	0.503	27.237	20.528	24.569	45.0896666666667	10.4106666666667	16.87	64.7	-2.20564668959589e-15	-1	4.41129337919177e-15	1
"67"	65	0.505161290322581	31.7545161290323	21.2606451612903	27.8987096774194	49.1564516129032	15.1987096774194	15.3483870967742	54.3306451612903	-0.499999999999998	-0.86602540378444	0.866025403784437	0.500000000000003
"68"	39	0.321290322580645	21.5332258064516	10.8332258064516	20.9590322580645	31.7309677419355	15.0470967741935	15.2290322580645	55.491935483871	-0.866025403784439	-0.499999999999999	0.866025403784438	-0.500000000000002
"69"	42	0.420333333333333	35.3293333333333	14.0153333333333	27.685	41.6086666666667	32.1036666666667	17.3566666666667	49.3166666666667	-1	-3.18465414629598e-15	6.36930829259197e-15	-1
"70"	41	0.378709677419355	26.3393548387097	10.9612903225806	24.7335483870968	35.6058064516129	20.8316258743184	18.9677419354839	50.9032258064516	-0.866025403784439	0.5	-0.866025403784438	-0.5
"71"	29	0.389666666666667	22.615	12.6566666666667	21.141	33.791	13.9951249531192	18.72	69.6416666666667	-0.499999999999998	0.86602540378444	-0.866025403784436	0.500000000000005
"72"	18	0.377741935483871	27.880577015483	10.9938709677419	17.4606451612903	28.4490322580645	10.2490401688181	21.1516129032258	60.3951612903226	-1.46952762458685e-15	1	-2.93905524917371e-15	1
"73"	25	0.410919646376852	25.5915824035056	10.9803480483035	14.1493364245645	25.0930117868022	10.795533586116	19.6806451612903	71.1209677419355	0.499999999999995	0.866025403784441	0.866025403784433	0.50000000000001
"74"	30	0.341356816977924	28.1144048926066	8.827908888127	14.1341800701375	22.9552562741479	10.9644022003961	20.1392857142857	59.0357142857143	0.866025403784437	0.500000000000002	0.866025403784441	-0.499999999999995
"75"	61	0.548490719381043	25.5045133256267	13.9324448085602	17.5937201806265	31.4993820885035	12.5978069466048	19.7903225806452	68.8870967741936	1	-2.45598897122279e-16	-4.91197794244558e-16	-1
"76"	133	0.297825112382186	17.2035476798812	7.90438790420945	11.2387672281648	19.1155660231356	9.93187765600941	17.2333333333333	67.1333333333333	0.866025403784441	-0.499999999999997	-0.866025403784435	-0.500000000000007
"77"	180	0.590699062748487	34.4520749244422	14.2740579086519	13.1637429500003	27.216602863659	11.8620412173755	16.2451612903226	63.0806451612903	0.500000000000001	-0.866025403784438	-0.86602540378444	0.499999999999998
"78"	82	0.429019475093625	41.7195969492626	21.5451442144672	17.3241974419284	38.8127750436051	5.29371066954038	16.2	64.9666666666667	5.14470193876959e-15	-1	-1.02894038775392e-14	1
"79"	50	0.397955659897725	38.0197066131221	18.5588012884905	20.099866445016	38.7490823438333	11.5536090437608	15.6290322580645	57.9758064516129	-0.499999999999998	-0.86602540378444	0.866025403784436	0.500000000000004
"80"	43	0.408802478597652	39.0973701179718	15.5847241094663	17.7107111436628	33.2896402386002	10.2519414075363	15.3483870967742	50.991935483871	-0.866025403784439	-0.499999999999999	0.866025403784438	-0.500000000000001
"81"	45	0.462730221559362	30.042631493524	6.74304570340755	16.0817531366863	21.9777817836729	17.7019518005174	16.6533333333333	55.8583333333333	-1	-3.42957541706046e-15	6.85915083412092e-15	-1
"82"	40	0.567279772804089	25.3426561628527	4.30929959429465	13.8336876676786	16.6746023674985	18.3914543272399	17.0258064516129	64.7016129032258	-0.866025403784442	0.499999999999993	-0.866025403784431	-0.500000000000013
"83"	43	0.356598079815699	22.1950169589868	2.57907518564214	9.90254692479357	11.547391486723	18.4715333576318	18.09	65.9916666666667	-0.499999999999998	0.86602540378444	-0.866025403784436	0.500000000000004
"84"	46	0.39964497527274	23.7598395312161	12.308747870432	18.8924958802794	31.2177808253329	11.608006020474	19.3870967741935	74.7338709677419	-1.71444889535133e-15	1	-3.42889779070266e-15	1
